game_id,season,week,date,home_team,away_team,home_score,away_score,close_spread,close_total,home_win_rate_last4,home_win_rate_last8,home_win_rate_last16,home_pdiff_last4,home_pdiff_last8,home_pdiff_last16,home_points_for_last4,home_points_for_last8,home_points_for_last16,home_points_against_last4,home_points_against_last8,home_points_against_last16,home_turnover_diff_last4,home_turnover_diff_last8,home_turnover_diff_last16,away_win_rate_last4,away_win_rate_last8,away_win_rate_last16,away_pdiff_last4,away_pdiff_last8,away_pdiff_last16,away_points_for_last4,away_points_for_last8,away_points_for_last16,away_points_against_last4,away_points_against_last8,away_points_against_last16,away_turnover_diff_last4,away_turnover_diff_last8,away_turnover_diff_last16,home_win,predicted_prob,predicted_winner,actual_winner,correct,confidence,predicted_spread,actual_spread,spread_error
nfl_2023_01_LV_DEN,2023,1,2023-09-10,DEN,LV,16,17,3.0,33.0,0.5,0.25,0.3125,-7.0,-6.75,-4.4375,23.25,19.5,16.9375,30.25,26.25,21.375,0.0,0.0,0.0,0.25,0.5,0.375,-4.5,0.0,-1.125,21.75,24.0,23.5,26.25,24.0,24.625,0.0,0.0,0.0,0,0.5476006321208167,DEN,LV,False,0.5476006321208167,0.6664088496914333,-1,1.6664088496914333
nfl_2023_01_MIA_LAC,2023,1,2023-09-10,LAC,MIA,34,36,3.0,70.0,0.5,0.625,0.5625,8.5,4.625,0.25,27.25,24.25,23.3125,18.75,19.625,23.0625,0.0,0.0,0.0,0.25,0.25,0.4375,-1.5,-2.0,-1.375,20.75,22.0,22.875,22.25,24.0,24.25,0.0,0.0,0.0,0,0.7564071341470545,LAC,MIA,False,0.7564071341470545,3.589699878058763,-2,5.589699878058763
nfl_2023_01_PHI_NE,2023,1,2023-09-10,NE,PHI,20,25,-3.5,45.0,0.25,0.375,0.5,-5.0,-2.5,1.875,22.0,20.125,22.3125,27.0,22.625,20.4375,0.0,0.0,0.0,0.75,0.625,0.75,14.5,9.125,8.8125,31.5,30.375,29.125,17.0,21.25,20.3125,0.0,0.0,0.0,0,0.3246935904288269,PHI,PHI,True,0.6753064095711732,-2.4542897339964234,-5,2.5457102660035766
nfl_2023_01_DAL_NYG,2023,1,2023-09-10,NYG,DAL,0,40,-3.5,40.0,0.5,0.4375,0.53125,-0.5,-2.875,-1.6875,23.0,22.25,21.6875,23.5,25.125,23.375,0.0,0.0,0.0,0.5,0.625,0.6875,1.0,5.375,8.8125,19.0,28.875,29.0,18.0,23.5,20.1875,0.0,0.0,0.0,0,0.47959168857083606,DAL,DAL,True,0.520408311429164,-0.28571636000829514,-40,39.714283639991706
nfl_2023_01_BUF_NYJ,2023,1,2023-09-11,NYJ,BUF,22,16,-2.5,38.0,0.0,0.125,0.4375,-10.25,-5.0,-0.3125,8.0,12.5,17.9375,18.25,17.5,18.25,0.0,0.0,0.0,0.75,0.875,0.75,5.0,6.0,6.25,28.5,27.25,26.6875,23.5,21.25,20.4375,0.0,0.0,0.0,1,0.30112467207988564,BUF,NYJ,False,0.6988753279201143,-2.784254590881601,6,8.784254590881602
nfl_2023_02_MIN_PHI,2023,2,2023-09-14,PHI,MIN,34,28,6.0,62.0,0.75,0.625,0.75,14.25,6.5,8.9375,32.25,27.5,29.4375,18.0,21.0,20.5,0.0,0.0,0.0,0.25,0.5,0.6875,-4.5,-2.25,-1.0,21.75,25.375,25.4375,26.25,27.625,26.4375,0.0,0.0,0.0,1,0.7996198937329811,PHI,PHI,True,0.7996198937329811,4.194678512261736,6,1.8053214877382642
nfl_2023_02_GB_ATL,2023,2,2023-09-17,ATL,GB,25,24,3.0,49.0,0.75,0.5,0.5,5.0,1.375,-0.125,20.75,19.625,21.0,15.75,18.25,21.125,0.0,0.0,0.0,0.75,0.625,0.5,11.0,6.0,1.0,30.25,27.875,23.375,19.25,21.875,22.375,0.0,0.0,0.0,1,0.4308324283598369,GB,ATL,False,0.5691675716401631,-0.968346002962283,1,1.968346002962283
nfl_2023_02_LV_BUF,2023,2,2023-09-17,BUF,LV,38,10,7.5,48.0,0.5,0.75,0.75,-2.0,4.875,6.0,23.75,25.75,26.5,25.75,20.875,20.5,0.0,0.0,0.0,0.25,0.5,0.4375,-5.75,-0.625,-0.6875,18.5,23.375,23.125,24.25,24.0,23.8125,0.0,0.0,0.0,1,0.7080827798249019,BUF,BUF,True,0.7080827798249019,2.913158917548626,28,25.086841082451375
nfl_2023_02_BAL_CIN,2023,2,2023-09-17,CIN,BAL,24,27,3.5,51.0,0.5,0.75,0.75,0.0,4.875,4.6875,18.5,22.5,25.0625,18.5,17.625,20.375,0.0,0.0,0.0,0.25,0.5,0.5625,-1.25,-0.5,1.375,17.75,14.625,18.3125,19.0,15.125,16.9375,0.0,0.0,0.0,0,0.7645282881774953,CIN,BAL,False,0.7645282881774953,3.703396034484934,-3,6.703396034484934
nfl_2023_02_SEA_DET,2023,2,2023-09-17,DET,SEA,31,37,4.5,68.0,0.75,0.75,0.5625,5.5,7.375,1.3125,26.25,28.0,25.1875,20.75,20.625,23.875,0.0,0.0,0.0,0.5,0.375,0.5,-3.75,-4.875,-0.375,19.5,19.0,24.75,23.25,23.875,25.125,0.0,0.0,0.0,0,0.707651450623449,DET,SEA,False,0.707651450623449,2.9071203087282864,-6,8.907120308728286
nfl_2023_02_IND_HOU,2023,2,2023-09-17,HOU,IND,20,31,-1.0,51.0,0.5,0.25,0.1875,-9.5,-9.5,-8.75,15.75,17.375,16.8125,25.25,26.875,25.5625,0.0,0.0,0.0,0.0,0.0,0.25,-14.0,-12.75,-7.75,16.25,19.125,18.125,30.25,31.875,25.875,0.0,0.0,0.0,0,0.5774788277692894,HOU,IND,False,0.5774788277692894,1.0847035887700514,-11,12.08470358877005
nfl_2023_02_KC_JAX,2023,2,2023-09-17,JAX,KC,9,17,-3.5,26.0,0.75,0.875,0.5625,2.0,9.0,1.25,25.5,28.5,23.8125,23.5,19.5,22.5625,0.0,0.0,0.0,0.75,0.875,0.8125,3.0,6.625,6.5625,27.0,27.5,27.8125,24.0,20.875,21.25,0.0,0.0,0.0,0,0.3993715102592632,KC,KC,True,0.6006284897407368,-1.408798856370315,-8,6.591201143629685
nfl_2023_02_CHI_TB,2023,2,2023-09-17,TB,CHI,27,17,2.5,44.0,0.5,0.5,0.4375,-5.25,-7.0,-5.1875,20.25,18.375,18.5,25.5,25.375,23.6875,0.0,0.0,0.0,0.0,0.0,0.125,-21.75,-15.625,-9.1875,14.0,16.125,19.8125,35.75,31.75,29.0,0.0,0.0,0.0,1,0.573960143673464,TB,TB,True,0.573960143673464,1.0354420114284966,10,8.964557988571503
nfl_2023_02_LAC_TEN,2023,2,2023-09-17,TEN,LAC,27,24,-2.5,51.0,0.0,0.0,0.4375,-6.0,-8.75,-1.6875,14.5,15.0,17.875,20.5,23.75,19.5625,0.0,0.0,0.0,0.25,0.5,0.5625,3.75,4.25,1.875,30.75,25.375,24.8125,27.0,21.125,22.9375,0.0,0.0,0.0,1,0.378560488578733,LAC,TEN,False,0.621439511421267,-1.7001531598977384,3,4.700153159897738
nfl_2023_02_NYG_ARI,2023,2,2023-09-17,ARI,NYG,28,31,-5.0,59.0,0.0,0.0,0.1875,-8.25,-10.625,-6.0,16.0,15.75,19.125,24.25,26.375,25.125,0.0,0.0,0.0,0.25,0.375,0.46875,-17.5,-7.875,-4.6875,13.5,19.75,20.4375,31.0,27.625,25.125,0.0,0.0,0.0,0,0.5114490261962867,ARI,NYG,False,0.5114490261962867,0.16028636674801433,-3,3.1602863667480143
nfl_2023_02_NYJ_DAL,2023,2,2023-09-17,DAL,NYJ,30,10,8.5,40.0,0.5,0.625,0.6875,7.5,6.0,10.375,22.25,27.125,29.9375,14.75,21.125,19.5625,0.0,0.0,0.0,0.25,0.25,0.4375,-8.0,-3.375,0.0,9.25,14.875,17.375,17.25,18.25,17.375,0.0,0.0,0.0,1,0.7526643388059371,DAL,DAL,True,0.7526643388059371,3.537300743283119,20,16.46269925671688
nfl_2023_02_WAS_DEN,2023,2,2023-09-17,DEN,WAS,33,35,4.0,68.0,0.25,0.25,0.25,-9.5,-6.125,-4.9375,21.25,19.5,16.9375,30.75,25.625,21.875,0.0,0.0,0.0,0.5,0.5625,0.53125,-1.75,0.5,-0.9375,19.0,18.75,17.875,20.75,18.25,18.8125,0.0,0.0,0.0,0,0.4603817990812041,WAS,WAS,True,0.539618200918796,-0.5546548128631429,-2,1.4453451871368572
nfl_2023_02_MIA_NE,2023,2,2023-09-17,NE,MIA,17,24,-2.0,41.0,0.25,0.25,0.4375,-4.75,-4.0,1.375,21.0,21.375,22.5,25.75,25.375,21.125,0.0,0.0,0.0,0.5,0.25,0.4375,0.5,-3.625,-1.375,24.75,22.75,23.8125,24.25,26.375,25.1875,0.0,0.0,0.0,0,0.49441828415638855,MIA,MIA,True,0.5055817158436114,-0.07814402181056024,-7,6.9218559781894395
nfl_2023_02_NO_CAR,2023,2,2023-09-18,CAR,NO,17,20,-3.0,37.0,0.5,0.5,0.4375,-0.75,-0.25,-2.25,20.25,19.125,19.8125,21.0,19.375,22.0625,0.0,0.0,0.0,0.75,0.625,0.4375,3.75,1.375,-0.3125,15.0,15.5,19.3125,11.25,14.125,19.625,0.0,0.0,0.0,0,0.5689645552510642,CAR,NO,False,0.5689645552510642,0.9655037735148981,-3,3.9655037735148984
nfl_2023_02_CLE_PIT,2023,2,2023-09-18,PIT,CLE,26,22,-2.5,48.0,0.75,0.75,0.5,-0.75,1.625,-3.8125,16.0,18.125,17.375,16.75,16.5,21.1875,0.0,0.0,0.0,0.5,0.625,0.4375,3.5,3.75,0.0,18.0,18.125,20.5625,14.5,14.375,20.5625,0.0,0.0,0.0,1,0.6152632378872629,PIT,PIT,True,0.6152632378872629,1.6136853304216805,4,2.3863146695783195
nfl_2023_03_NYG_SF,2023,3,2023-09-21,SF,NYG,30,12,10.5,42.0,0.75,0.875,0.875,3.25,9.5,10.6875,21.5,29.875,28.4375,18.25,20.375,17.75,0.0,0.0,0.0,0.5,0.5,0.46875,-15.25,-4.25,-4.8125,17.25,20.875,20.6875,32.5,25.125,25.5,0.0,0.0,0.0,1,0.7490941129268068,SF,SF,True,0.7490941129268068,3.4873175809752954,18,14.512682419024705
nfl_2023_03_IND_BAL,2023,3,2023-09-24,BAL,IND,19,22,7.5,41.0,0.5,0.5,0.625,0.25,-0.25,1.75,21.25,16.75,18.75,21.0,17.0,17.0,0.0,0.0,0.0,0.25,0.125,0.25,-7.0,-11.25,-7.25,23.25,21.0,18.8125,30.25,32.25,26.0625,0.0,0.0,0.0,0,0.6433258056191377,BAL,IND,False,0.6433258056191377,2.0065612786679274,-3,5.006561278667927
nfl_2023_03_TEN_CLE,2023,3,2023-09-24,CLE,TEN,27,3,3.5,30.0,0.5,0.5,0.375,4.25,2.5,-1.0,21.0,18.0,20.125,16.75,15.5,21.125,0.0,0.0,0.0,0.25,0.125,0.4375,-4.0,-7.875,-1.625,17.75,16.375,18.0625,21.75,24.25,19.6875,0.0,0.0,0.0,1,0.6317288708219704,CLE,CLE,True,0.6317288708219704,1.8442041915075853,24,22.155795808492414
nfl_2023_03_ATL_DET,2023,3,2023-09-24,DET,ATL,20,6,3.0,26.0,0.75,0.75,0.5625,7.5,7.0,1.1875,28.25,28.75,25.625,20.75,21.75,24.4375,0.0,0.0,0.0,1.0,0.5,0.5,7.25,1.125,-0.3125,24.75,19.375,20.875,17.5,18.25,21.1875,0.0,0.0,0.0,1,0.6399044493172839,DET,DET,True,0.6399044493172839,1.958662290441974,14,12.041337709558025
nfl_2023_03_NO_GB,2023,3,2023-09-24,GB,NO,18,17,-1.5,35.0,0.5,0.625,0.4375,9.25,7.125,0.8125,29.75,28.75,24.0,20.5,21.625,23.1875,0.0,0.0,0.0,0.75,0.625,0.5,2.75,0.875,0.375,15.75,14.625,19.6875,13.0,13.75,19.3125,0.0,0.0,0.0,1,0.7085415426535664,GB,GB,True,0.7085415426535664,2.9195815971499295,1,1.9195815971499295
nfl_2023_03_HOU_JAX,2023,3,2023-09-24,JAX,HOU,17,37,7.5,54.0,0.5,0.75,0.5625,-1.0,6.25,1.1875,22.75,25.125,24.0,23.75,18.875,22.8125,0.0,0.0,0.0,0.25,0.25,0.1875,-13.5,-9.0,-9.25,16.0,18.0,16.8125,29.5,27.0,26.0625,0.0,0.0,0.0,0,0.7971837344246211,JAX,HOU,False,0.7971837344246211,4.160572281944695,-20,24.160572281944695
nfl_2023_03_DEN_MIA,2023,3,2023-09-24,MIA,DEN,70,20,6.0,90.0,0.75,0.375,0.5,2.75,-0.75,-0.1875,25.5,23.625,24.375,22.75,24.375,24.5625,0.0,0.0,0.0,0.25,0.25,0.1875,-0.75,-4.75,-5.125,26.0,22.375,18.3125,26.75,27.125,23.4375,0.0,0.0,0.0,1,0.6856547409940656,MIA,MIA,True,0.6856547409940656,2.599166373916919,50,47.400833626083084
nfl_2023_03_LAC_MIN,2023,3,2023-09-24,MIN,LAC,24,28,1.0,52.0,0.25,0.375,0.625,0.0,-3.625,-1.5625,24.5,25.5,25.4375,24.5,29.125,27.0,0.0,0.0,0.0,0.0,0.5,0.5,-2.25,4.75,1.0625,29.0,25.875,24.1875,31.25,21.125,23.125,0.0,0.0,0.0,0,0.4115699934994017,LAC,LAC,True,0.5884300065005983,-1.238020091008376,-4,2.761979908991624
nfl_2023_03_NE_NYJ,2023,3,2023-09-24,NYJ,NE,10,15,-2.5,25.0,0.25,0.125,0.4375,-9.0,-8.5,-0.3125,11.0,12.25,17.25,20.0,20.75,17.5625,0.0,0.0,0.0,0.25,0.25,0.4375,-5.5,-4.0,1.625,20.75,20.25,21.9375,26.25,24.25,20.3125,0.0,0.0,0.0,0,0.5279890352928099,NYJ,NE,False,0.5279890352928099,0.39184649409933914,-5,5.391846494099339
nfl_2023_03_BUF_WAS,2023,3,2023-09-24,WAS,BUF,3,37,-5.5,40.0,0.75,0.5625,0.59375,3.0,-0.875,0.1875,22.75,20.25,19.5625,19.75,21.125,19.375,0.0,0.0,0.0,0.5,0.75,0.75,2.0,6.625,7.5625,24.5,27.5,27.4375,22.5,20.875,19.875,0.0,0.0,0.0,0,0.39249598895192667,BUF,BUF,True,0.6075040110480734,-1.5050561546730266,-34,32.49494384532697
nfl_2023_03_CAR_SEA,2023,3,2023-09-24,SEA,CAR,37,27,5.0,64.0,0.5,0.375,0.5,-6.5,-4.625,-0.1875,23.0,20.25,24.0625,29.5,24.875,24.25,0.0,0.0,0.0,0.25,0.5,0.375,-5.0,0.625,-2.9375,15.25,20.875,19.5,20.25,20.25,22.4375,0.0,0.0,0.0,1,0.6567790039198107,SEA,SEA,True,0.6567790039198107,2.19490605487735,10,7.80509394512265
nfl_2023_03_DAL_ARI,2023,3,2023-09-24,ARI,DAL,28,16,-11.5,44.0,0.0,0.0,0.1875,-8.25,-7.5,-5.6875,19.0,18.0,20.125,27.25,25.5,25.8125,0.0,0.0,0.0,0.75,0.625,0.6875,17.5,8.0,10.875,28.25,27.5,30.4375,10.75,19.5,19.5625,0.0,0.0,0.0,1,0.2437211395743364,DAL,ARI,False,0.7562788604256636,-3.5879040459592906,12,15.587904045959291
nfl_2023_03_CHI_KC,2023,3,2023-09-24,KC,CHI,41,10,13.0,51.0,0.75,0.875,0.875,3.25,6.875,7.3125,24.5,25.875,27.625,21.25,19.0,20.3125,0.0,0.0,0.0,0.0,0.0,0.0625,-18.75,-16.5,-10.0,15.0,15.25,19.4375,33.75,31.75,29.4375,0.0,0.0,0.0,1,0.8430211860507065,KC,KC,True,0.8430211860507065,4.802296604709891,31,26.19770339529011
nfl_2023_03_PIT_LV,2023,3,2023-09-24,LV,PIT,18,23,3.0,41.0,0.25,0.375,0.4375,-12.0,-4.875,-2.3125,18.5,19.625,22.375,30.5,24.5,24.6875,0.0,0.0,0.0,0.75,0.75,0.5625,-0.5,1.25,-2.8125,19.25,18.375,17.9375,19.75,17.125,20.75,0.0,0.0,0.0,0,0.5190652914267861,LV,PIT,False,0.5190652914267861,0.26691407997500605,-5,5.266914079975006
nfl_2023_03_PHI_TB,2023,3,2023-09-25,TB,PHI,11,25,-6.0,36.0,0.5,0.5,0.5,-4.25,-5.875,-3.9375,19.5,19.625,18.25,23.75,25.5,22.1875,0.0,0.0,0.0,0.75,0.625,0.75,8.0,6.625,8.75,31.25,28.625,29.9375,23.25,22.0,21.1875,0.0,0.0,0.0,0,0.31492008985997993,PHI,PHI,True,0.68507991014002,-2.591118741960281,-14,11.408881258039719
nfl_2023_04_DET_GB,2023,4,2023-09-28,GB,DET,20,34,-2.5,54.0,0.5,0.75,0.4375,3.5,8.125,0.6875,24.0,26.875,23.4375,20.5,18.75,22.75,0.0,0.0,0.0,0.75,0.75,0.625,3.25,5.5,2.25,23.0,26.25,24.0625,19.75,20.75,21.8125,0.0,0.0,0.0,0,0.5156920250996256,GB,DET,False,0.5156920250996256,0.21968835139475895,-14,14.219688351394758
nfl_2023_04_ATL_JAX,2023,4,2023-10-01,JAX,ATL,23,7,3.5,30.0,0.25,0.625,0.5625,-6.25,3.0,0.375,19.25,22.25,23.375,25.5,19.25,23.0,0.0,0.0,0.0,0.75,0.5,0.4375,3.5,0.125,-1.375,21.25,18.5,19.8125,17.75,18.375,21.1875,0.0,0.0,0.0,1,0.6320356274099778,JAX,JAX,True,0.6320356274099778,1.8484987837396887,16,14.15150121626031
nfl_2023_04_MIA_BUF,2023,4,2023-10-01,BUF,MIA,48,20,2.5,68.0,0.5,0.75,0.75,9.75,9.875,7.5,25.25,29.625,27.375,15.5,19.75,19.875,0.0,0.0,0.0,0.75,0.5,0.5625,14.0,6.25,4.375,40.25,30.25,27.6875,26.25,24.0,23.3125,0.0,0.0,0.0,1,0.6283315136957324,BUF,BUF,True,0.6283315136957324,1.7966411917402532,28,26.203358808259747
nfl_2023_04_MIN_CAR,2023,4,2023-10-01,CAR,MIN,13,21,-4.5,34.0,0.25,0.375,0.375,-6.0,-2.25,-2.9375,16.0,21.375,20.1875,22.0,23.625,23.125,0.0,0.0,0.0,0.0,0.375,0.5625,-5.0,-2.75,-2.25,23.25,25.625,25.125,28.25,28.375,27.375,0.0,0.0,0.0,0,0.5139876731779265,CAR,MIN,False,0.5139876731779265,0.1958274244909708,-8,8.195827424490972
nfl_2023_04_DEN_CHI,2023,4,2023-10-01,CHI,DEN,28,31,-3.0,59.0,0.0,0.0,0.0625,-18.75,-17.75,-11.4375,15.0,15.25,19.3125,33.75,33.0,30.75,0.0,0.0,0.0,0.25,0.25,0.1875,-12.5,-10.875,-7.6875,25.0,23.75,18.125,37.5,34.625,25.8125,0.0,0.0,0.0,0,0.4660499517175083,DEN,DEN,True,0.5339500482824917,-0.4753006759548839,-3,2.524699324045116
nfl_2023_04_BAL_CLE,2023,4,2023-10-01,CLE,BAL,3,28,-2.0,31.0,0.5,0.5,0.4375,6.75,3.875,0.6875,21.75,18.0,20.5625,15.0,14.125,19.875,0.0,0.0,0.0,0.5,0.375,0.5625,2.25,-0.875,1.4375,22.0,17.125,18.75,19.75,18.0,17.3125,0.0,0.0,0.0,0,0.5963343654187276,CLE,BAL,False,0.5963343654187276,1.348681115862187,-25,26.34868111586219
nfl_2023_04_PIT_HOU,2023,4,2023-10-01,HOU,PIT,30,6,-3.0,36.0,0.5,0.375,0.25,-1.5,-4.875,-7.375,24.5,20.875,17.625,26.0,25.75,25.0,0.0,0.0,0.0,0.75,0.75,0.625,0.0,1.5,-2.25,21.0,18.875,18.125,21.0,17.375,20.375,0.0,0.0,0.0,1,0.46295159617867593,PIT,HOU,False,0.5370484038213241,-0.518677653498537,24,24.518677653498536
nfl_2023_04_TB_NO,2023,4,2023-10-01,NO,TB,9,26,4.0,35.0,0.5,0.625,0.5,0.0,2.375,0.5,15.0,16.75,19.1875,15.0,14.375,18.6875,0.0,0.0,0.0,0.5,0.5,0.4375,-4.5,-4.125,-5.1875,18.0,20.125,17.625,22.5,24.25,22.8125,0.0,0.0,0.0,0,0.7148056023134415,NO,TB,False,0.7148056023134415,3.0072784323881807,-17,20.00727843238818
nfl_2023_04_WAS_PHI,2023,4,2023-10-01,PHI,WAS,34,31,9.5,65.0,0.75,0.75,0.75,5.5,9.125,8.25,29.75,27.5,29.3125,24.25,18.375,21.0625,0.0,0.0,0.0,0.75,0.4375,0.59375,-2.0,-5.875,-1.0,21.0,18.25,19.125,23.0,24.125,20.125,0.0,0.0,0.0,1,0.7788331741219161,PHI,PHI,True,0.7788331741219161,3.9036644377068255,3,0.9036644377068255
nfl_2023_04_CIN_TEN,2023,4,2023-10-01,TEN,CIN,27,3,-2.5,30.0,0.25,0.125,0.375,-6.5,-7.75,-3.5625,15.25,15.5,16.75,21.75,23.25,20.3125,0.0,0.0,0.0,0.25,0.625,0.75,-6.0,1.875,4.5625,16.5,20.75,24.8125,22.5,18.875,20.25,0.0,0.0,0.0,1,0.3996635251983576,CIN,TEN,False,0.6003364748016424,-1.404710647222993,24,25.40471064722299
nfl_2023_04_LV_LAC,2023,4,2023-10-01,LAC,LV,24,17,7.0,41.0,0.25,0.5,0.5,-0.5,4.5,1.1875,29.0,26.5,24.0625,29.5,22.0,22.875,0.0,0.0,0.0,0.25,0.25,0.375,-12.5,-6.375,-3.1875,14.5,18.5,21.5,27.0,24.875,24.6875,0.0,0.0,0.0,1,0.7413151839054678,LAC,LAC,True,0.7413151839054678,3.378412574676549,7,3.621587425323451
nfl_2023_04_NE_DAL,2023,4,2023-10-01,DAL,NE,38,3,6.5,41.0,0.5,0.625,0.6875,10.25,7.25,10.6875,24.5,25.25,30.375,14.25,18.0,19.6875,0.0,0.0,0.0,0.25,0.375,0.5,-4.75,-1.625,2.125,18.75,20.875,21.375,23.5,22.5,19.25,0.0,0.0,0.0,1,0.7657609393765373,DAL,DAL,True,0.7657609393765373,3.720653151271523,35,31.279346848728476
nfl_2023_04_ARI_SF,2023,4,2023-10-01,SF,ARI,35,16,15.0,51.0,0.75,0.875,0.9375,6.0,9.625,13.125,24.25,29.0,28.875,18.25,19.375,15.75,0.0,0.0,0.0,0.25,0.125,0.1875,-5.0,-5.875,-5.5625,21.25,18.5,20.25,26.25,24.375,25.8125,0.0,0.0,0.0,1,0.7708363505445676,SF,SF,True,0.7708363505445676,3.7917089076239456,19,15.208291092376054
